id,longitude,latitude,eating,nature,community,walking,sightseeing,avg_comfort_score,avg_comfort_eating,avg_comfort_nature,avg_comfort_community,avg_comfort_walking,avg_comfort_sightseeing
1417,103.855,1.35,24,1,8,7,0,0.64322656,0.63492817,0.6952301,0.69282025,0.66377676,0.0
1418,103.855,1.355,4,0,5,5,7,0.64322203,0.64454377,0.0,0.6375235,0.6542227,0.6554923
1419,103.855,1.36,28,5,4,3,5,0.622467,0.6210495,0.5764928,0.60394216,0.6074668,0.5874469
1420,103.855,1.365,26,1,3,3,2,0.5737419,0.577223,0.6403206,0.5770605,0.621948,0.54674226
1421,103.855,1.37,14,0,10,1,2,0.6546568,0.65808934,0.0,0.6310355,0.4997056,0.71523964
1422,103.855,1.375,12,0,4,1,2,0.6077692,0.60702604,0.0,0.49020755,0.6674162,0.72176486
1423,103.855,1.38,13,0,2,0,2,0.64569646,0.6318545,0.0,0.5976369,0.0,0.0
1424,103.855,1.385,2,1,4,3,4,0.60312796,0.5196904,0.6374026,0.575755,0.6700912,0.5601734
1425,103.855,1.39,13,2,5,3,2,0.6382314,0.6703449,0.5576054,0.5762485,0.6318588,0.577299
1426,103.855,1.395,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1427,103.855,1.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1428,103.855,1.405,4,0,2,4,2,0.6369409,0.6469573,0.0,0.65700877,0.6547566,0.5554044
1429,103.855,1.41,1,0,0,1,2,0.7604928,0.88580614,0.0,0.0,0.74014,0.6555321
1430,103.855,1.415,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1431,103.855,1.42,0,4,2,1,6,0.6492551,0.0,0.7308888,0.6321969,0.63771516,0.70033216
1432,103.855,1.425,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1433,103.855,1.43,8,0,5,5,0,0.5806847,0.6345059,0.0,0.57465255,0.5400049,0.0
1434,103.855,1.435,6,1,2,1,0,0.5084362,0.4256703,0.57670575,0.5786522,0.64247,0.0
1435,103.855,1.44,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1436,103.855,1.445,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1437,103.86,1.27,7,1,5,7,8,0.5838189,0.5235284,0.0,0.6832794,0.5419656,0.62499404
1438,103.86,1.275,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1439,103.86,1.28,5,2,1,3,5,0.6307315,0.5973791,0.67474264,0.6187751,0.67999655,0.68865925
1440,103.86,1.285,4,0,3,3,7,0.6539878,0.721275,0.0,0.60486174,0.64792883,0.66508424
1441,103.86,1.29,8,0,3,0,2,0.6204031,0.5743115,0.0,0.6409317,0.0,0.57882494
1442,103.86,1.295,12,0,4,0,0,0.5913651,0.5917238,0.0,0.54633546,0.0,0.0
1443,103.86,1.3,9,1,3,1,5,0.599476,0.61230105,0.5728712,0.53390026,0.0,0.60850465
1444,103.86,1.305,4,5,9,10,16,0.62790376,0.65437144,0.5745295,0.5944182,0.65308255,0.6593781
1445,103.86,1.31,8,0,4,13,2,0.6350635,0.633411,0.0,0.5346242,0.6934929,0.62732756
1446,103.86,1.315,0,1,5,5,1,0.56219536,0.0,0.0,0.55093205,0.52880883,0.0
1447,103.86,1.32,13,0,4,10,8,0.6020493,0.61403674,0.0,0.6149987,0.64431506,0.5493724
1448,103.86,1.325,0,1,1,5,1,0.65497166,0.0,0.50266093,0.4827066,0.7036202,0.7849535
1449,103.86,1.33,10,0,0,2,5,0.6422995,0.6644332,0.0,0.0,0.545069,0.65771425
1450,103.86,1.335,6,0,7,0,4,0.62399703,0.6254418,0.0,0.6497398,0.0,0.6331001
1451,103.86,1.34,6,4,0,2,15,0.58416104,0.5729,0.39345804,0.0,0.67916566,0.6574575
1452,103.86,1.345,4,2,3,6,2,0.5976648,0.60824883,0.600785,0.6879725,0.6029296,0.60212576
1453,103.86,1.35,7,1,7,6,6,0.59637105,0.64578426,0.5050548,0.58891493,0.59833866,0.61209816
1454,103.86,1.355,4,2,6,13,7,0.60294485,0.5495107,0.65203226,0.627483,0.6325198,0.538721
1455,103.86,1.36,1,0,3,12,1,0.6465391,0.5725045,0.0,0.6750925,0.62274176,0.6892038
1456,103.86,1.365,17,2,14,5,2,0.5930552,0.5626557,0.63481516,0.599686,0.66149414,0.53288645
1457,103.86,1.37,12,4,5,5,6,0.59834397,0.6095287,0.53472286,0.61531293,0.66970026,0.57467926
1458,103.86,1.375,0,0,2,2,5,0.5665629,0.0,0.0,0.0,0.4226352,0.61911005
1459,103.86,1.38,1,0,2,1,1,0.6001473,0.68388957,0.0,0.6407659,0.6373791,0.6604584
1460,103.86,1.385,16,7,7,3,4,0.63767284,0.61482716,0.61680716,0.6216475,0.58929896,0.7981631
1461,103.86,1.39,8,1,18,3,2,0.63713133,0.5836213,0.74747777,0.63059384,0.6823313,0.62070763
1462,103.86,1.395,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1463,103.86,1.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1464,103.86,1.405,1,2,0,3,9,0.6199813,0.4793484,0.71102446,0.0,0.6773818,0.61395454
1465,103.86,1.41,0,1,0,2,0,0.58948725,0.0,0.5795112,0.0,0.59447527,0.0
1466,103.86,1.415,0,0,0,10,1,0.6648729,0.0,0.0,0.0,0.6633316,0.68028516
1467,103.86,1.42,0,11,2,8,35,0.6561693,0.0,0.6196109,0.5114839,0.7079126,0.6729058
1468,103.86,1.435,0,0,0,10,3,0.66278434,0.0,0.0,0.0,0.64808613,0.71177864
1469,103.865,1.275,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1470,103.865,1.28,3,13,0,9,8,0.64709526,0.5650715,0.7245077,0.0,0.62204975,0.63946456
1471,103.865,1.285,0,37,0,5,4,0.6846553,0.0,0.6805833,0.0,0.7010535,0.7125982
1472,103.865,1.29,5,1,1,10,8,0.6419097,0.5802649,0.51540554,0.6827323,0.6524675,0.6868475
1473,103.865,1.295,4,2,4,6,18,0.6076012,0.56160605,0.57386184,0.7840005,0.57320166,0.6214427
1474,103.865,1.3,7,3,3,1,5,0.6026739,0.5552233,0.5144687,0.62619036,0.6695697,0.67489976
1475,103.865,1.305,14,3,5,3,17,0.5968692,0.59241,0.6409105,0.51415473,0.62640685,0.65395576
1476,103.865,1.31,32,2,5,2,3,0.60721564,0.6109159,0.5847409,0.61784875,0.4747304,0.69111204
1477,103.865,1.315,8,5,3,1,1,0.6237903,0.63736504,0.6813153,0.6073842,0.7232849,0.70586526
1478,103.865,1.32,11,2,2,4,0,0.6143488,0.64631015,0.5534458,0.54623497,0.6367341,0.0
1479,103.865,1.325,15,0,11,3,0,0.64422274,0.6450777,0.0,0.6385713,0.7436466,0.0
1480,103.865,1.33,8,3,9,8,17,0.57468325,0.6188646,0.47479296,0.58558345,0.5872862,0.5722022
1481,103.865,1.335,6,3,5,9,10,0.63414586,0.64842004,0.6372051,0.685665,0.5957527,0.62608236
1482,103.865,1.34,2,2,1,11,3,0.56261295,0.48160607,0.5300956,0.68448514,0.594713,0.4823579
1483,103.865,1.345,11,0,1,1,8,0.56575906,0.56409794,0.0,0.5371241,0.20293763,0.6242919
1484,103.865,1.35,1,0,2,1,0,0.6016136,0.76657623,0.0,0.59049594,0.7525309,0.0
1485,103.865,1.355,8,3,6,2,4,0.5911895,0.5922098,0.6086698,0.6139737,0.60913587,0.5920985
1486,103.865,1.36,13,5,4,8,14,0.60646975,0.6426047,0.5612284,0.69624734,0.6092437,0.57725084
1487,103.865,1.365,35,1,2,0,0,0.65240735,0.65452844,0.5513008,0.5771368,0.0,0.0
1488,103.865,1.37,4,7,2,14,4,0.5572352,0.49542928,0.60518223,0.5781647,0.53870255,0.5695368
1489,103.865,1.375,2,1,2,2,1,0.6306825,0.7100642,0.475633,0.7635184,0.6370132,0.74659973
1490,103.865,1.38,1,0,0,0,0,0.78390753,0.8283304,0.0,0.0,0.0,0.0
1491,103.865,1.385,2,2,4,6,2,0.57957816,0.5269473,0.4843593,0.5810113,0.615651,0.7908369
1492,103.865,1.39,0,0,0,1,0,0.69064283,0.0,0.0,0.0,0.61113566,0.0
1493,103.865,1.395,3,14,3,7,0,0.5705253,0.5659753,0.5393145,0.5589897,0.6071795,0.0
1494,103.865,1.4,3,0,1,2,0,0.6544802,0.66949034,0.0,0.76631314,0.65701556,0.0
1495,103.865,1.405,5,8,1,3,7,0.61756027,0.61423045,0.6117121,0.73462373,0.6482149,0.58249855
1496,103.865,1.41,10,3,1,3,4,0.67436963,0.61951727,0.66704077,0.70794195,0.6863024,0.8396903
1497,103.865,1.415,0,1,0,0,1,0.6942503,0.0,0.66371167,0.0,0.0,0.7155513
1498,103.865,1.42,0,1,3,2,3,0.6308817,0.0,0.50787103,0.43891245,0.5429469,0.621989
1499,103.87,1.28,0,6,0,3,15,0.62320364,0.0,0.7479465,0.0,0.5117901,0.5999196
1500,103.87,1.285,0,0,0,6,3,0.5956537,0.0,0.0,0.0,0.5694241,0.6188343
1501,103.87,1.29,0,11,2,10,13,0.60345674,0.0,0.546028,0.63048315,0.619843,0.64866364
1502,103.87,1.295,2,1,1,2,1,0.5442465,0.55714166,0.73062235,0.5168182,0.42300072,0.56371874
1503,103.87,1.3,2,2,7,7,5,0.6185683,0.72882247,0.5610155,0.6351438,0.65093416,0.57936716
1504,103.87,1.305,0,0,1,9,6,0.5954329,0.0,0.0,0.67559296,0.61735046,0.62051815
1505,103.87,1.31,4,3,4,20,17,0.6123263,0.6443416,0.62939054,0.5995961,0.6093751,0.63411963
1506,103.87,1.315,14,0,3,1,2,0.6250461,0.6235934,0.0,0.5191662,0.69411623,0.64124036
1507,103.87,1.32,25,1,4,1,9,0.5941114,0.5985542,0.5239784,0.6200081,0.66863704,0.60980475
1508,103.87,1.325,9,5,4,4,2,0.61873156,0.68244624,0.599325,0.55239356,0.6437503,0.4296712
1509,103.87,1.33,7,1,18,7,5,0.61696804,0.6551189,0.7219126,0.6109198,0.5845626,0.5583072
1510,103.87,1.335,13,7,5,2,10,0.6047024,0.5962655,0.5509601,0.57498634,0.59609455,0.6950635
1511,103.87,1.34,7,2,6,0,0,0.56245315,0.63828033,0.45416883,0.51904505,0.0,0.0
1512,103.87,1.345,17,0,3,1,0,0.60542315,0.60326797,0.0,0.61995167,0.69308877,0.0
1513,103.87,1.35,16,1,6,6,3,0.6122307,0.61148953,0.2198509,0.6032021,0.6513293,0.5655678
1514,103.87,1.355,1,0,4,4,2,0.59944504,0.5591675,0.0,0.666122,0.5177505,0.0
1515,103.87,1.36,5,0,2,1,0,0.58694106,0.68943137,0.0,0.46274847,0.38320407,0.0
1516,103.87,1.365,7,2,16,3,1,0.6417944,0.60895056,0.60878444,0.65702343,0.5671618,0.54468787
1517,103.87,1.37,16,1,3,4,1,0.53332204,0.59181976,0.41463333,0.5493237,0.56952727,0.5520813
1518,103.87,1.375,16,1,10,1,3,0.61536765,0.6082091,0.65432066,0.615953,0.576105,0.64954925
1519,103.87,1.38,6,3,8,2,2,0.6129901,0.6712119,0.6290018,0.537847,0.60694796,0.5568912
1520,103.87,1.385,3,5,5,1,1,0.6472612,0.6009666,0.6903062,0.67022526,0.5965616,0.59809947
1521,103.87,1.39,18,1,9,5,5,0.6279929,0.59824693,0.0,0.6671567,0.5956616,0.62025404
1522,103.87,1.395,9,1,0,5,0,0.5504262,0.5820261,0.6357201,0.0,0.48098356,0.0
1523,103.87,1.4,17,9,5,2,6,0.58643323,0.56796163,0.6942794,0.6078404,0.61114264,0.57277817
1524,103.87,1.405,9,15,1,6,5,0.5445956,0.52372086,0.5291073,0.7025695,0.5526771,0.59161055
1525,103.87,1.41,1,0,1,1,0,0.77452415,0.69242156,0.0,0.8720861,0.7590647,0.0
1526,103.87,1.415,4,1,5,5,7,0.6339211,0.6239025,0.69262326,0.58288026,0.612087,0.6456756
1527,103.87,1.42,1,0,0,0,18,0.59450895,0.6660866,0.0,0.0,0.0,0.5893963
1528,103.87,1.425,0,3,1,12,8,0.6127676,0.0,0.6387288,0.76613706,0.6059517,0.5979134
1529,103.875,1.285,0,0,0,1,1,0.7398801,0.0,0.0,0.0,0.74121034,0.7385498
1530,103.875,1.29,1,1,0,6,9,0.62580687,0.55741405,0.3088938,0.0,0.6870359,0.6129621
1531,103.875,1.295,0,1,1,2,17,0.5866533,0.0,0.701602,0.52602917,0.62575054,0.5778187
1532,103.875,1.3,15,0,0,1,0,0.5963913,0.6091747,0.0,0.0,0.45577377,0.0
1533,103.875,1.305,1,0,2,2,0,0.6314465,0.0,0.0,0.70229673,0.72965956,0.0
1534,103.875,1.31,4,1,5,12,4,0.61151767,0.54636425,0.8420907,0.63402396,0.64638174,0.58105934
1535,103.875,1.315,3,2,1,6,0,0.6734181,0.6070685,0.6657047,0.7324494,0.70292825,0.0
1536,103.875,1.32,11,1,6,3,1,0.66387653,0.6686198,0.6201275,0.6854291,0.5577515,0.8013161
1537,103.875,1.325,3,2,4,2,2,0.6019454,0.5453349,0.7542815,0.6457453,0.6489581,0.6770766
1538,103.875,1.33,26,1,1,0,0,0.6077719,0.60447884,0.6393805,0.66168284,0.0,0.0
1539,103.875,1.335,3,1,3,4,4,0.6753167,0.60250276,0.6621864,0.65419453,0.69003195,0.6878971
1540,103.875,1.34,1,2,5,6,1,0.60807693,0.7768722,0.73129356,0.5163961,0.581811,0.8898612
1541,103.875,1.345,9,1,4,3,5,0.623468,0.62739664,0.0,0.64734185,0.6441489,0.5226521
1542,103.875,1.35,10,0,3,3,1,0.6216893,0.7134479,0.0,0.5291622,0.49528503,0.41629937
1543,103.875,1.355,5,0,1,3,4,0.5535394,0.54569924,0.0,0.5514492,0.5951428,0.5207604
1544,103.875,1.36,11,0,5,1,5,0.60469556,0.6156092,0.0,0.56320965,0.57012594,0.6671912
1545,103.875,1.365,6,13,5,6,2,0.6392964,0.6789929,0.63511443,0.6376619,0.6213453,0.6801283
1546,103.875,1.37,3,0,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1547,103.875,1.375,3,1,8,5,0,0.6094765,0.5787421,0.6074773,0.63729846,0.61224294,0.0
1548,103.875,1.38,7,2,3,5,2,0.5814823,0.5859516,0.63960165,0.5649273,0.5501397,0.5258875
1549,103.875,1.385,5,7,3,1,4,0.61695737,0.6900519,0.58807516,0.6399009,0.50100374,0.62023026
1550,103.875,1.39,13,1,16,1,12,0.5882144,0.6033042,0.43642747,0.6136269,0.5505859,0.5872893
1551,103.875,1.395,11,1,5,4,5,0.6192767,0.62509716,0.60188514,0.6217606,0.5992497,0.76194364
1552,103.875,1.4,5,2,3,7,2,0.622676,0.70320356,0.73393315,0.6066502,0.56489724,0.55743045
1553,103.875,1.405,2,1,4,3,5,0.55867213,0.6009433,0.51853865,0.6115932,0.49014926,0.5054482
1554,103.875,1.41,6,2,1,0,2,0.5684889,0.5588011,0.4801293,0.5222914,0.0,0.47416306
1555,103.875,1.415,0,0,1,5,0,0.60456365,0.0,0.0,0.60275054,0.5989126,0.0
1556,103.875,1.42,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1557,103.875,1.425,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1558,103.875,1.43,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1559,103.88,1.285,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1560,103.88,1.29,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1561,103.88,1.295,3,14,2,2,2,0.6003726,0.56972307,0.5935713,0.6272306,0.6242515,0.6278944
1562,103.88,1.3,8,3,10,10,9,0.5966689,0.66533506,0.503321,0.5909823,0.59146166,0.54883343
1563,103.88,1.305,2,1,5,25,6,0.618066,0.72513527,0.6485268,0.6366213,0.6284142,0.5677861
1564,103.88,1.31,3,1,9,10,6,0.5664369,0.6016405,0.0,0.55515,0.5440633,0.56194645
1565,103.88,1.315,3,0,3,2,0,0.6540106,0.6303639,0.0,0.62932134,0.67323345,0.0
1566,103.88,1.32,3,1,15,20,3,0.607067,0.58521,0.73586065,0.5849927,0.6286796,0.6449322
1567,103.88,1.325,7,2,3,0,0,0.5929804,0.6024642,0.6617834,0.6724548,0.0,0.0
1568,103.88,1.33,11,1,5,16,2,0.59437174,0.67947906,0.58651215,0.6206018,0.5472445,0.6932747
1569,103.88,1.335,18,2,9,6,1,0.60948837,0.5953226,0.6586178,0.63291264,0.55351347,0.7024614
1570,103.88,1.34,12,0,2,4,5,0.60531217,0.6083221,0.0,0.5630439,0.6474719,0.5617162
1571,103.88,1.345,6,0,3,2,1,0.59426177,0.5827985,0.0,0.5606924,0.6045417,0.4112968
1572,103.88,1.35,9,1,7,3,1,0.6420453,0.5974698,0.58109134,0.6883482,0.6182354,0.0
1573,103.88,1.355,21,1,2,6,2,0.6019396,0.6067499,0.58651227,0.5269541,0.53315914,0.7274759
1574,103.88,1.36,3,0,1,2,0,0.62362736,0.6334581,0.0,0.6863875,0.66525847,0.0
1575,103.88,1.365,10,3,3,1,1,0.5740905,0.5697568,0.50121695,0.6220549,0.4904606,0.0
1576,103.88,1.37,1,5,4,5,3,0.59939873,0.6226391,0.6131509,0.52064395,0.5707734,0.559698
1577,103.88,1.375,10,2,1,0,1,0.5788971,0.5889922,0.5631883,0.47333,0.0,0.8070988
1578,103.88,1.38,9,4,7,5,1,0.60523444,0.59567356,0.6113599,0.60984224,0.6210598,0.0
1579,103.88,1.385,0,13,1,3,8,0.57345414,0.0,0.5482423,0.7022416,0.6224489,0.6047754
1580,103.88,1.39,13,1,6,1,4,0.5816793,0.54447347,0.5998481,0.5526452,0.517281,0.6881633
1581,103.88,1.395,7,0,2,7,7,0.6113398,0.6241422,0.0,0.69044715,0.6044632,0.512104
1582,103.88,1.4,12,1,1,5,2,0.6532677,0.6415033,0.6000323,0.603601,0.6309515,0.8226204
1583,103.88,1.405,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1584,103.88,1.41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1585,103.88,1.415,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1586,103.88,1.42,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1587,103.88,1.425,2,18,0,5,5,0.6204253,0.6480495,0.6324623,0.0,0.6098969,0.57687235
1588,103.88,1.43,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1589,103.885,1.29,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1590,103.885,1.295,0,4,6,7,14,0.58326805,0.0,0.54590523,0.5775397,0.563924,0.62232506
1591,103.885,1.3,5,3,3,5,16,0.5763018,0.61432743,0.68847257,0.57470536,0.5746278,0.58052635
1592,103.885,1.305,3,4,2,1,13,0.62255687,0.58852804,0.56798095,0.6958802,0.65787643,0.64379585
1593,103.885,1.31,1,0,0,2,0,0.6528908,0.7510326,0.0,0.0,0.62880397,0.0
1594,103.885,1.315,7,1,2,2,2,0.5945038,0.52373827,0.64889896,0.59733516,0.59603006,0.67304045
1595,103.885,1.32,15,0,21,7,4,0.6119211,0.60908824,0.0,0.60516137,0.6367881,0.56998575
1596,103.885,1.325,18,2,9,6,5,0.6000563,0.58490765,0.64593756,0.6567542,0.5777249,0.6487693
1597,103.885,1.33,23,2,5,8,2,0.6095282,0.63623375,0.7775963,0.6274198,0.5726409,0.5862849
1598,103.885,1.335,19,0,4,2,0,0.62037474,0.60807675,0.0,0.44171318,0.7313696,0.0
1599,103.885,1.34,6,1,1,3,4,0.583124,0.5978655,0.68189234,0.0,0.6224717,0.551026
1600,103.885,1.345,6,5,19,10,1,0.61473393,0.5236715,0.64275074,0.6156046,0.6331627,0.69087625
1601,103.885,1.35,7,1,9,2,2,0.6161824,0.5604072,0.67121345,0.6431383,0.5685015,0.624265
1602,103.885,1.355,6,1,6,1,3,0.58177096,0.61640245,0.6489139,0.5476778,0.5976677,0.66172856
1603,103.885,1.36,19,0,4,0,1,0.6109995,0.59775513,0.0,0.5922332,0.0,0.78175926
1604,103.885,1.365,19,1,4,0,5,0.5806781,0.57719094,0.5620606,0.5723096,0.0,0.62732077
1605,103.885,1.37,12,0,1,0,1,0.56217915,0.5593738,0.0,0.5886441,0.0,0.49389994
1606,103.885,1.375,3,1,2,16,3,0.6318154,0.6767469,0.63516724,0.6522262,0.61095154,0.6097923
1607,103.885,1.38,12,2,18,7,7,0.6099706,0.58612496,0.5883728,0.6166462,0.6099744,0.6912463
1608,103.885,1.385,2,1,3,1,3,0.56130093,0.5547567,0.0,0.5694135,0.5632367,0.7524089
1609,103.885,1.39,5,3,18,19,10,0.6143349,0.67720026,0.65797836,0.6198477,0.57676,0.6086793
1610,103.885,1.395,1,0,0,0,21,0.5891079,0.75380486,0.0,0.0,0.0,0.53420883
1611,103.885,1.4,0,0,0,2,0,0.5205695,0.0,0.0,0.0,0.5205695,0.0
1612,103.885,1.405,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1613,103.885,1.41,0,0,0,1,0,0.47686994,0.0,0.0,0.0,0.46313116,0.0
1614,103.885,1.415,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1615,103.885,1.42,0,4,0,1,5,0.61356854,0.0,0.77255815,0.0,0.64801615,0.5652092
1616,103.885,1.425,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1617,103.89,1.295,5,5,5,6,16,0.58190554,0.54639566,0.576106,0.6416968,0.6001741,0.56552434
1618,103.89,1.3,19,8,14,9,8,0.6181524,0.65841407,0.5561083,0.585309,0.56671333,0.66607726
1619,103.89,1.305,5,2,5,5,12,0.55770844,0.52482784,0.69677836,0.6637734,0.5132251,0.5104069
1620,103.89,1.31,13,1,7,4,2,0.592633,0.6059689,0.5327653,0.5636258,0.6197829,0.6660206
1621,103.89,1.315,7,2,1,1,0,0.6050684,0.6080074,0.57502806,0.5579186,0.0,0.0
1622,103.89,1.32,12,2,7,7,6,0.61575484,0.62846065,0.70185435,0.6589224,0.576057,0.6591152
1623,103.89,1.325,26,3,7,3,7,0.5987174,0.59959817,0.56581175,0.6036711,0.46250975,0.6072864
1624,103.89,1.33,17,3,7,3,0,0.61725086,0.6039916,0.5575848,0.6555801,0.5991721,0.0
1625,103.89,1.335,17,0,10,0,1,0.67087305,0.62035567,0.0,0.70576245,0.0,0.734351
1626,103.89,1.34,4,1,9,7,1,0.5852985,0.5695794,0.6420836,0.566268,0.6142181,0.0
1627,103.89,1.345,11,1,1,1,0,0.62592405,0.64076567,0.5826525,0.58651227,0.0,0.0
1628,103.89,1.35,3,0,1,0,0,0.6952385,0.71308017,0.0,0.0,0.0,0.0
1629,103.89,1.355,13,0,2,0,0,0.5687694,0.5682374,0.0,0.5807377,0.0,0.0
1630,103.89,1.36,22,1,10,5,4,0.5941446,0.61995757,0.6514362,0.58197993,0.5760422,0.568502
1631,103.89,1.365,12,0,3,2,1,0.5897863,0.6079742,0.0,0.49813676,0.62695146,0.70699155
1632,103.89,1.37,10,0,11,6,6,0.62004954,0.63578236,0.0,0.6446878,0.60262954,0.54762745
1633,103.89,1.375,5,6,4,9,3,0.61986554,0.64285713,0.61666626,0.5814547,0.61750257,0.7409308
1634,103.89,1.38,6,0,5,6,3,0.59340084,0.6317234,0.0,0.63532436,0.52701384,0.57965684
1635,103.89,1.385,8,3,7,5,13,0.57676923,0.59126604,0.63084126,0.54914093,0.6248535,0.5804136
1636,103.89,1.39,6,0,2,0,6,0.61009866,0.64859694,0.0,0.57686293,0.0,0.5383569
1637,103.89,1.395,1,0,6,4,0,0.5983629,0.55840814,0.0,0.5611906,0.70776576,0.0
1638,103.89,1.4,16,1,7,0,10,0.57002974,0.60627925,0.59006673,0.49419126,0.0,0.5737884
1639,103.89,1.405,5,0,9,1,3,0.6207342,0.61380774,0.0,0.6523884,0.0,0.5690894
1640,103.89,1.41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1641,103.89,1.415,0,1,0,1,1,0.6416405,0.0,0.65226305,0.0,0.5855874,0.687071
1642,103.89,1.42,1,3,3,7,3,0.64910257,0.0,0.63558525,0.64857185,0.64849705,0.66418475
1643,103.895,1.295,4,1,6,14,10,0.61760294,0.6602676,0.7578975,0.64689267,0.61331534,0.61344343
1644,103.895,1.3,2,0,0,3,2,0.58374673,0.7008759,0.0,0.0,0.6206297,0.4567271
1645,103.895,1.305,12,0,1,1,2,0.6332253,0.6487804,0.0,0.7263395,0.7853047,0.40193817
1646,103.895,1.31,13,1,7,6,3,0.624882,0.6127815,0.0,0.64174646,0.5853693,0.583029
1647,103.895,1.315,43,1,7,0,0,0.630494,0.6344238,0.46519616,0.629117,0.0,0.0
1648,103.895,1.32,6,1,1,2,0,0.6009235,0.6161071,0.0,0.6382218,0.56317157,0.0
1649,103.895,1.325,5,0,6,10,2,0.6415537,0.5706249,0.0,0.61755484,0.6330945,0.52541816
1650,103.895,1.33,0,0,1,1,0,0.63019556,0.0,0.0,0.77726585,0.5316132,0.0
1651,103.895,1.335,11,1,2,3,4,0.6020577,0.6216939,0.5846993,0.6532113,0.56344587,0.65813214
1652,103.895,1.34,1,3,4,4,4,0.5650766,0.0,0.5081775,0.613938,0.7140735,0.5131926
1653,103.895,1.345,7,2,6,3,5,0.64352673,0.5943227,0.6679144,0.6165438,0.6640434,0.6151462
1654,103.895,1.35,3,3,5,12,2,0.5902114,0.603174,0.6744893,0.5819743,0.6075168,0.39332202
1655,103.895,1.355,17,0,10,7,1,0.61355287,0.6506263,0.0,0.6222631,0.6029738,0.64448583
1656,103.895,1.36,10,1,3,4,4,0.5842217,0.5683793,0.7457237,0.6686153,0.67092824,0.43345058
1657,103.895,1.365,13,5,21,4,11,0.5984597,0.63955045,0.574078,0.5983639,0.54681844,0.5782847
1658,103.895,1.37,22,0,4,0,0,0.6449784,0.6482668,0.0,0.59065735,0.0,0.0
1659,103.895,1.375,4,1,3,6,0,0.6282219,0.6367844,0.88117754,0.69508696,0.5054361,0.0
1660,103.895,1.38,4,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1661,103.895,1.385,4,2,6,11,7,0.6216407,0.62244433,0.4958852,0.64375746,0.6493264,0.5999724
1662,103.895,1.39,9,1,2,4,6,0.62192667,0.6224654,0.6030157,0.57717097,0.69581455,0.5390324
1663,103.895,1.395,4,2,1,3,4,0.61149526,0.6855193,0.6344509,0.6011262,0.5336663,0.5537545
1664,103.895,1.4,6,1,6,4,1,0.6532312,0.6445352,0.4360105,0.69185597,0.65806377,0.6589625
1665,103.895,1.405,8,4,9,4,7,0.59185517,0.6583413,0.55109876,0.5927914,0.561849,0.6545037
1666,103.895,1.41,2,1,1,3,31,0.6278044,0.83110213,0.4349598,0.6124382,0.57090634,0.58145916
1667,103.895,1.415,3,1,7,15,8,0.57953787,0.58028156,0.5691828,0.6148796,0.5600915,0.62745917
1668,103.895,1.42,1,2,10,12,10,0.60410076,0.6004933,0.58892006,0.6006727,0.61192304,0.6236958
1669,103.9,1.3,10,1,0,6,9,0.6022788,0.62576616,0.74293417,0.0,0.5670688,0.6064999
1670,103.9,1.305,11,0,4,6,4,0.5968833,0.62261426,0.0,0.63708854,0.5442166,0.67026395
1671,103.9,1.31,2,0,3,1,0,0.6662046,0.6917293,0.0,0.7029495,0.0,0.0
1672,103.9,1.315,17,0,1,1,1,0.62848526,0.6386379,0.0,0.76403457,0.49072427,0.56347996
1673,103.9,1.32,17,8,5,2,1,0.57059985,0.547862,0.60043603,0.56684846,0.55380404,0.34891403
1674,103.9,1.325,0,0,1,1,0,0.6564458,0.0,0.0,0.0,0.6564458,0.0
